c 75398 76312
p cnf 260 10413
1 0
2 0
3 0
4 0
-5 0
-6 0
-7 0
-8 0
-9 0
-10 0
-11 0
-12 0
-13 0
-14 0
-15 0
-16 0
-17 0
-18 0
-19 0
-20 0
-21 -22 0
-21 23 0
-21 -24 0
-21 25 0
-21 5 0
-21 4 0
-21 18 0
-26 -22 0
-26 27 0
-26 -28 0
-26 25 0
-26 5 0
-26 4 0
-26 19 0
-29 -22 0
-29 30 0
-29 -31 0
-29 25 0
-29 5 0
-29 4 0
-29 20 0
-32 -23 0
-32 22 0
-32 -25 0
-32 24 0
-32 1 0
-32 4 0
-32 4 0
-33 -23 0
-33 27 0
-33 -28 0
-33 24 0
-33 1 0
-33 4 0
-33 19 0
-34 -23 0
-34 30 0
-34 -31 0
-34 24 0
-34 1 0
-34 4 0
-34 20 0
-35 -27 0
-35 22 0
-35 -25 0
-35 28 0
-35 6 0
-35 4 0
-35 4 0
-36 -27 0
-36 23 0
-36 -24 0
-36 28 0
-36 6 0
-36 4 0
-36 18 0
-37 -27 0
-37 30 0
-37 -31 0
-37 28 0
-37 6 0
-37 4 0
-37 20 0
-38 -30 0
-38 22 0
-38 -25 0
-38 31 0
-38 7 0
-38 4 0
-38 4 0
-39 -30 0
-39 23 0
-39 -24 0
-39 31 0
-39 7 0
-39 4 0
-39 18 0
-40 -30 0
-40 27 0
-40 -28 0
-40 31 0
-40 7 0
-40 4 0
-40 19 0
-41 -42 0
-41 43 0
-41 -24 0
-41 25 0
-41 8 0
-41 18 0
-41 18 0
-44 -42 0
-44 45 0
-44 -28 0
-44 25 0
-44 8 0
-44 18 0
-44 19 0
-46 -42 0
-46 47 0
-46 -31 0
-46 25 0
-46 8 0
-46 18 0
-46 20 0
-48 -43 0
-48 42 0
-48 -25 0
-48 24 0
-48 9 0
-48 18 0
-48 4 0
-49 -43 0
-49 45 0
-49 -28 0
-49 24 0
-49 9 0
-49 18 0
-49 19 0
-50 -43 0
-50 47 0
-50 -31 0
-50 24 0
-50 9 0
-50 18 0
-50 20 0
-51 -45 0
-51 42 0
-51 -25 0
-51 28 0
-51 2 0
-51 18 0
-51 4 0
-52 -45 0
-52 43 0
-52 -24 0
-52 28 0
-52 2 0
-52 18 0
-52 18 0
-53 -45 0
-53 47 0
-53 -31 0
-53 28 0
-53 2 0
-53 18 0
-53 20 0
-54 -47 0
-54 42 0
-54 -25 0
-54 31 0
-54 10 0
-54 18 0
-54 4 0
-55 -47 0
-55 43 0
-55 -24 0
-55 31 0
-55 10 0
-55 18 0
-55 18 0
-56 -47 0
-56 45 0
-56 -28 0
-56 31 0
-56 10 0
-56 18 0
-56 19 0
-57 -58 0
-57 59 0
-57 -24 0
-57 25 0
-57 11 0
-57 19 0
-57 18 0
-60 -58 0
-60 61 0
-60 -28 0
-60 25 0
-60 11 0
-60 19 0
-60 19 0
-62 -58 0
-62 63 0
-62 -31 0
-62 25 0
-62 11 0
-62 19 0
-62 20 0
-64 -59 0
-64 58 0
-64 -25 0
-64 24 0
-64 12 0
-64 19 0
-64 4 0
-65 -59 0
-65 61 0
-65 -28 0
-65 24 0
-65 12 0
-65 19 0
-65 19 0
-66 -59 0
-66 63 0
-66 -31 0
-66 24 0
-66 12 0
-66 19 0
-66 20 0
-67 -61 0
-67 58 0
-67 -25 0
-67 28 0
-67 13 0
-67 19 0
-67 4 0
-68 -61 0
-68 59 0
-68 -24 0
-68 28 0
-68 13 0
-68 19 0
-68 18 0
-69 -61 0
-69 63 0
-69 -31 0
-69 28 0
-69 13 0
-69 19 0
-69 20 0
-70 -63 0
-70 58 0
-70 -25 0
-70 31 0
-70 3 0
-70 19 0
-70 4 0
-71 -63 0
-71 59 0
-71 -24 0
-71 31 0
-71 3 0
-71 19 0
-71 18 0
-72 -63 0
-72 61 0
-72 -28 0
-72 31 0
-72 3 0
-72 19 0
-72 19 0
-73 -74 0
-73 75 0
-73 -24 0
-73 25 0
-73 14 0
-73 20 0
-73 18 0
-76 -74 0
-76 77 0
-76 -28 0
-76 25 0
-76 14 0
