c 75398 76312
p cnf 74 4840
1 0
2 0
3 0
4 0
-5 0
-6 0
-7 0
-8 0
-9 0
-10 0
-11 0
-12 0
-13 0
-14 0
-15 0
-16 0
-17 0
-18 0
-19 0
-20 0
-21 -22 -23 -24 -25 -26 -27 0
-21 -22 -23 -24 -25 -26 27 -28 0
-21 -22 -23 -24 -25 -26 27 29 0
-21 -22 -23 -24 -25 -26 27 -30 0
-21 -22 -23 -24 -25 -26 27 31 0
-21 -22 -23 -24 -25 -26 27 5 0
-21 -22 -23 -24 -25 -26 27 4 0
-21 -22 -23 -24 -25 -26 27 18 0
-21 -22 -23 -24 -25 26 -27 -28 0
-21 -22 -23 -24 -25 26 -27 32 0
-21 -22 -23 -24 -25 26 -27 -33 0
-21 -22 -23 -24 -25 26 -27 31 0
-21 -22 -23 -24 -25 26 -27 5 0
-21 -22 -23 -24 -25 26 -27 4 0
-21 -22 -23 -24 -25 26 -27 19 0
-21 -22 -23 -24 -25 26 27 -28 0
-21 -22 -23 -24 -25 26 27 34 0
-21 -22 -23 -24 -25 26 27 -35 0
-21 -22 -23 -24 -25 26 27 31 0
-21 -22 -23 -24 -25 26 27 5 0
-21 -22 -23 -24 -25 26 27 4 0
-21 -22 -23 -24 -25 26 27 20 0
-21 -22 -23 -24 25 -26 -27 -29 0
-21 -22 -23 -24 25 -26 -27 28 0
-21 -22 -23 -24 25 -26 -27 -31 0
-21 -22 -23 -24 25 -26 -27 30 0
-21 -22 -23 -24 25 -26 -27 1 0
-21 -22 -23 -24 25 -26 -27 4 0
-21 -22 -23 -24 25 -26 -27 4 0
-21 -22 -23 -24 25 -26 27 0
-21 -22 -23 -24 25 26 -27 -29 0
-21 -22 -23 -24 25 26 -27 32 0
-21 -22 -23 -24 25 26 -27 -33 0
-21 -22 -23 -24 25 26 -27 30 0
-21 -22 -23 -24 25 26 -27 1 0
-21 -22 -23 -24 25 26 -27 4 0
-21 -22 -23 -24 25 26 -27 19 0
-21 -22 -23 -24 25 26 27 -29 0
-21 -22 -23 -24 25 26 27 34 0
-21 -22 -23 -24 25 26 27 -35 0
-21 -22 -23 -24 25 26 27 30 0
-21 -22 -23 -24 25 26 27 1 0
-21 -22 -23 -24 25 26 27 4 0
-21 -22 -23 -24 25 26 27 20 0
-21 -22 -23 24 -25 -26 -27 -32 0
-21 -22 -23 24 -25 -26 -27 28 0
-21 -22 -23 24 -25 -26 -27 -31 0
-21 -22 -23 24 -25 -26 -27 33 0
-21 -22 -23 24 -25 -26 -27 6 0
-21 -22 -23 24 -25 -26 -27 4 0
-21 -22 -23 24 -25 -26 -27 4 0
-21 -22 -23 24 -25 -26 27 -32 0
-21 -22 -23 24 -25 -26 27 29 0
-21 -22 -23 24 -25 -26 27 -30 0
-21 -22 -23 24 -25 -26 27 33 0
-21 -22 -23 24 -25 -26 27 6 0
-21 -22 -23 24 -25 -26 27 4 0
-21 -22 -23 24 -25 -26 27 18 0
-21 -22 -23 24 -25 26 -27 0
-21 -22 -23 24 -25 26 27 -32 0
-21 -22 -23 24 -25 26 27 34 0
-21 -22 -23 24 -25 26 27 -35 0
-21 -22 -23 24 -25 26 27 33 0
-21 -22 -23 24 -25 26 27 6 0
-21 -22 -23 24 -25 26 27 4 0
-21 -22 -23 24 -25 26 27 20 0
-21 -22 -23 24 25 -26 -27 -34 0
-21 -22 -23 24 25 -26 -27 28 0
-21 -22 -23 24 25 -26 -27 -31 0
-21 -22 -23 24 25 -26 -27 35 0
-21 -22 -23 24 25 -26 -27 7 0
-21 -22 -23 24 25 -26 -27 4 0
-21 -22 -23 24 25 -26 -27 4 0
-21 -22 -23 24 25 -26 27 -34 0
-21 -22 -23 24 25 -26 27 29 0
-21 -22 -23 24 25 -26 27 -30 0
-21 -22 -23 24 25 -26 27 35 0
-21 -22 -23 24 25 -26 27 7 0
-21 -22 -23 24 25 -26 27 4 0
-21 -22 -23 24 25 -26 27 18 0
-21 -22 -23 24 25 26 -27 -34 0
-21 -22 -23 24 25 26 -27 32 0
-21 -22 -23 24 25 26 -27 -33 0
-21 -22 -23 24 25 26 -27 35 0
-21 -22 -23 24 25 26 -27 7 0
-21 -22 -23 24 25 26 -27 4 0
-21 -22 -23 24 25 26 -27 19 0
-21 -22 -23 24 25 26 27 0
-21 -22 23 -24 -25 -26 -27 0
-21 -22 23 -24 -25 -26 27 -36 0
-21 -22 23 -24 -25 -26 27 37 0
-21 -22 23 -24 -25 -26 27 -30 0
-21 -22 23 -24 -25 -26 27 31 0
-21 -22 23 -24 -25 -26 27 8 0
-21 -22 23 -24 -25 -26 27 18 0
-21 -22 23 -24 -25 -26 27 18 0
-21 -22 23 -24 -25 26 -27 -36 0
-21 -22 23 -24 -25 26 -27 38 0
-21 -22 23 -24 -25 26 -27 -33 0
-21 -22 23 -24 -25 26 -27 31 0
-21 -22 23 -24 -25 26 -27 8 0
-21 -22 23 -24 -25 26 -27 18 0
-21 -22 23 -24 -25 26 -27 19 0
-21 -22 23 -24 -25 26 27 -36 0
-21 -22 23 -24 -25 26 27 39 0
-21 -22 23 -24 -25 26 27 -35 0
-21 -22 23 -24 -25 26 27 31 0
-21 -22 23 -24 -25 26 27 8 0
-21 -22 23 -24 -25 26 27 18 0
-21 -22 23 -24 -25 26 27 20 0
-21 -22 23 -24 25 -26 -27 -37 0
-21 -22 23 -24 25 -26 -27 36 0
-21 -22 23 -24 25 -26 -27 -31 0
-21 -22 23 -24 25 -26 -27 30 0
-21 -22 23 -24 25 -26 -27 9 0
-21 -22 23 -24 25 -26 -27 18 0
-21 -22 23 -24 25 -26 -27 4 0
-21 -22 23 -24 25 -26 27 0
-21 -22 23 -24 25 26 -27 -37 0
-21 -22 23 -24 25 26 -27 38 0
-21 -22 23 -24 25 26 -27 -33 0
-21 -22 23 -24 25 26 -27 30 0
-21 -22 23 -24 25 26 -27 9 0
-21 -22 23 -24 25 26 -27 18 0
-21 -22 23 -24 25 26 -27 19 0
-21 -22 23 -24 25 26 27 -37 0
-21 -22 23 -24 25 26 27 39 0
-21 -22 23 -24 25 26 27 -35 0
-21 -22 23 -24 25 26 27 30 0
-21 -22 23 -24 25 26 27 9 0
-21 -22 23 -24 25 26 27 18 0
-21 -22 23 -24 25 26 27 20 0
-21 -22 23 24 -25 -26 -27 -38 0
-21 -22 23 24 -25 -26 -27 36 0
-21 -22 23 24 -25 -26 -27 -31 0
-21 -22 23 24 -25 -26 -27 33 0
-21 -22 23 24 -25 -26 -27 2 0
-21 -22 23 24 -25 -26 -27 18 0
-21 -22 23 24 -25 -26 -27 4 0
-21 -22 23 24 -25 -26 27 -38 0
-21 -22 23 24 -25 -26 27 37 0
-21 -22 23 24 -25 -26 27 -30 0
-21 -22 23 24 -25 -26 27 33 0
-21 -22 23 24 -25 -26 27 2 0
-21 -22 23 24 -25 -26 27 18 0
-21 -22 23 24 -25 -26 27 18 0
-21 -22 23 24 -25 26 -27 0
-21 -22 23 24 -25 26 27 -38 0
-21 -22 23 24 -25 26 27 39 0
-21 -22 23 24 -25 26 27 -35 0
-21 -22 23 24 -25 26 27 33 0
-21 -22 23 24 -25 26 27 2 0
-21 -22 23 24 -25 26 27 18 0
-21 -22 23 24 -25 26 27 20 0
-21 -22 23 24 25 -26 -27 -39 0
-21 -22 23 24 25 -26 -27 36 0
-21 -22 23 24 25 -26 -27 -31 0
-21 -22 23 24 25 -26 -27 35 0
-21 -22 23 24 25 -26 -27 10 0
-21 -22 23 24 25 -26 -27 18 0
-21 -22 23 24 25 -26 -27 4 0
-21 -22 23 24 25 -26 27 -39 0
-21 -22 23 24 25 -26 27 37 0
-21 -22 23 24 25 -26 27 -30 0
-21 -22 23 24 25 -26 27 35 0
-21 -22 23 24 25 -26 27 10 0
-21 -22 23 24 25 -26 27 18 0
-21 -22 23 24 25 -26 27 18 0
-21 -22 23 24 25 26 -27 -39 0
-21 -22 23 24 25 26 -27 38 0
-21 -22 23 24 25 26 -27 -33 0
-21 -22 23 24 25 26 -27 35 0
-21 -22 23 24 25 26 -27 10 0
-21 -22 23 24 25 26 -27 18 0
-21 -22 23 24 25 26 -27 19 0
-21 -22 23 24 25 26 27 0
-21 22 -23 -24 -25 -26 -27 0
-21 22 -23 -24 -25 -26 27 -40 0
-21 22 -23 -24 -25 -26 27 41 0
-21 22 -23 -24 -25 -26 27 -30 0
-21 22 -23 -24 -25 -26 27 31 0
-21 22 -23 -24 -25 -26 27 11 0
-21 22 -23 -24 -25 -26 27 19 0
-21 22 -23 -24 -25 -26 27 18 0
-21 22 -23 -24 -25 26 -27 -40 0
-21 22 -23 -24 -25 26 -27 42 0
-21 22 -23 -24 -25 26 -27 -33 0
-21 22 -23 -24 -25 26 -27 31 0
-21 22 -23 -24 -25 26 -27 11 0
-21 22 -23 -24 -25 26 -27 19 0
-21 22 -23 -24 -25 26 -27 19 0
-21 22 -23 -24 -25 26 27 -40 0
-21 22 -23 -24 -25 26 27 43 0
-21 22 -23 -24 -25 26 27 -35 0
-21 22 -23 -24 -25 26 27 31 0
-21 22 -23 -24 -25 26 27 11 0
-21 22 -23 -24 -25 26 27 19 0
-21 22 -23 -24 -25 26 27 20 0
-21 22 -23 -24 25 -26 -27 -41 0
