c 75398 76312
p cnf 120 5045
1 0
2 0
3 0
4 0
-5 0
-6 0
-7 0
-8 0
-9 0
-10 0
-11 0
-12 0
-13 0
-14 0
-15 0
-16 0
-17 0
-18 0
-19 0
-20 0
-21 -22 0
-21 22 0
-21 -23 0
-21 23 0
-21 5 0
-21 4 0
-21 4 0
-24 -22 0
-24 25 0
-24 -26 0
-24 23 0
-24 5 0
-24 4 0
-24 18 0
-27 -22 0
-27 28 0
-27 -29 0
-27 23 0
-27 5 0
-27 4 0
-27 19 0
-30 -22 0
-30 31 0
-30 -32 0
-30 23 0
-30 5 0
-30 4 0
-30 20 0
-33 -25 0
-33 22 0
-33 -23 0
-33 26 0
-33 1 0
-33 4 0
-33 4 0
-34 -25 0
-34 25 0
-34 -26 0
-34 26 0
-34 1 0
-34 4 0
-34 18 0
-35 -25 0
-35 28 0
-35 -29 0
-35 26 0
-35 1 0
-35 4 0
-35 19 0
-36 -25 0
-36 31 0
-36 -32 0
-36 26 0
-36 1 0
-36 4 0
-36 20 0
-37 -28 0
-37 22 0
-37 -23 0
-37 29 0
-37 6 0
-37 4 0
-37 4 0
-38 -28 0
-38 25 0
-38 -26 0
-38 29 0
-38 6 0
-38 4 0
-38 18 0
-39 -28 0
-39 28 0
-39 -29 0
-39 29 0
-39 6 0
-39 4 0
-39 19 0
-40 -28 0
-40 31 0
-40 -32 0
-40 29 0
-40 6 0
-40 4 0
-40 20 0
-41 -31 0
-41 22 0
-41 -23 0
-41 32 0
-41 7 0
-41 4 0
-41 4 0
-42 -31 0
-42 25 0
-42 -26 0
-42 32 0
-42 7 0
-42 4 0
-42 18 0
-43 -31 0
-43 28 0
-43 -29 0
-43 32 0
-43 7 0
-43 4 0
-43 19 0
-44 -31 0
-44 31 0
-44 -32 0
-44 32 0
-44 7 0
-44 4 0
-44 20 0
-45 -46 0
-45 46 0
-45 -23 0
-45 23 0
-45 8 0
-45 18 0
-45 4 0
-47 -46 0
-47 48 0
-47 -26 0
-47 23 0
-47 8 0
-47 18 0
-47 18 0
-49 -46 0
-49 50 0
-49 -29 0
-49 23 0
-49 8 0
-49 18 0
-49 19 0
-51 -46 0
-51 52 0
-51 -32 0
-51 23 0
-51 8 0
-51 18 0
-51 20 0
-53 -48 0
-53 46 0
-53 -23 0
-53 26 0
-53 9 0
-53 18 0
-53 4 0
-54 -48 0
-54 48 0
-54 -26 0
-54 26 0
-54 9 0
-54 18 0
-54 18 0
-55 -48 0
-55 50 0
-55 -29 0
-55 26 0
-55 9 0
-55 18 0
-55 19 0
-56 -48 0
-56 52 0
-56 -32 0
-56 26 0
-56 9 0
-56 18 0
-56 20 0
-57 -50 0
-57 46 0
-57 -23 0
-57 29 0
-57 2 0
-57 18 0
-57 4 0
-58 -50 0
-58 48 0
-58 -26 0
-58 29 0
-58 2 0
-58 18 0
-58 18 0
-59 -50 0
-59 50 0
-59 -29 0
-59 29 0
-59 2 0
-59 18 0
-59 19 0
-60 -50 0
-60 52 0
-60 -32 0
-60 29 0
-60 2 0
-60 18 0
-60 20 0
-61 -52 0
-61 46 0
-61 -23 0
-61 32 0
-61 10 0
-61 18 0
-61 4 0
-62 -52 0
-62 48 0
-62 -26 0
-62 32 0
-62 10 0
-62 18 0
-62 18 0
-63 -52 0
-63 50 0
-63 -29 0
-63 32 0
-63 10 0
-63 18 0
-63 19 0
-64 -52 0
